Country Name,"Year","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Cause of death, by non-communicable diseases (% of total)","Health expenditure per capita (current US$)","Health expenditure, public (% of government expenditure)","Risk of catastrophic expenditure for surgical care (% of people at risk)","Immunization, BCG (% of one-year-old children)","Diarrhea treatment (% of children under 5 who received ORS packet)","Tuberculosis death rate (per 100,000 people)","ARI treatment (% of children under 5 taken to a health provider)"
Iceland,"2009","NA","NA","3671.31393933","15.41231279","NA","NA","NA","0.32","NA"
Iceland,"2010","NA","NA","3690.42334685","14.40564569","NA","NA","NA","0.34","NA"
Iceland,"2011","NA","NA","3985.00264633","15.25241467","NA","NA","NA","0.33","NA"
Iceland,"2012","4.1","89.7","3856.83198162","15.38332209","NA","NA","NA","0.32","NA"
Iceland,"2013","NA","NA","4182.43583325","15.98721792","NA","NA","NA","0.3","NA"
Iceland,"2014","NA","NA","4661.62136172","15.72585167","46","NA","NA","0.28","NA"
India,"2005","NA","NA","31.33998843","4.50839964","NA","86","NA","35","NA"
India,"2006","NA","NA","34.64005687","4.39922564","NA","86","26","34","68.7"
India,"2007","NA","NA","43.21204716","4.42518742","NA","87","NA","32","NA"
India,"2008","NA","NA","46.91282666","4.34361163","NA","86","NA","30","NA"
India,"2009","NA","NA","48.22854553","4.36884071","NA","88","NA","28","NA"
India,"2010","NA","NA","59.18429667","4.2912175","NA","89","NA","26","NA"
India,"2011","NA","NA","65.70508993","4.42150035","NA","90","NA","24","NA"
India,"2012","27.9","59.8","64.92645947","4.48916295","NA","90","NA","21","NA"
India,"2013","NA","NA","68.53283666","4.65673641","NA","91","NA","19","NA"
India,"2014","NA","NA","74.99460433","5.04773107","59.6","89","NA","17","76.9"
Indonesia,"2005","NA","NA","35.24583569","4.23545453","NA","86","NA","49","NA"
Indonesia,"2006","NA","NA","46.19701995","4.53665671","NA","88","NA","48","NA"
Indonesia,"2007","NA","NA","57.65031451","5.5296502","NA","83","34.7","47","66"
Indonesia,"2008","NA","NA","60.82888938","4.73966351","NA","80","NA","46","NA"
Indonesia,"2009","NA","NA","63.93225832","5.58445321","NA","78","NA","45","NA"
Indonesia,"2010","NA","NA","85.65213133","6.11740868","NA","88","NA","44","NA"
Indonesia,"2011","NA","NA","98.96610041","5.82675601","NA","98","NA","43","NA"
Indonesia,"2012","22","71.3","107.23637689","6.09337672","NA","88","38.8","42","75.3"
Indonesia,"2013","NA","NA","106.02155458","6.02900479","NA","86","NA","42","NA"
Indonesia,"2014","NA","NA","99.41035911","5.73006505","43.7","81","NA","41","NA"
"Iran, Islamic Rep.","2005","NA","NA","177.77368509","9.55435014","NA","99","NA","3.1","NA"
"Iran, Islamic Rep.","2006","NA","NA","204.26132443","10.15977165","NA","99","NA","3.1","NA"
"Iran, Islamic Rep.","2007","NA","NA","254.34593823","11.37091573","NA","99","NA","3","NA"
"Iran, Islamic Rep.","2008","NA","NA","314.54788736","10.06964177","NA","99","NA","3","NA"
"Iran, Islamic Rep.","2009","NA","NA","380.76167723","12.8322075","NA","99","NA","3","NA"
"Iran, Islamic Rep.","2010","NA","NA","455.44662392","12.65274276","NA","99","61.38","3.1","NA"
"Iran, Islamic Rep.","2011","NA","NA","545.22789095","12.72739096","NA","99","61.38","3.2","75.9"
"Iran, Islamic Rep.","2012","9.7","76.4","510.59283654","17.53158028","NA","99","NA","3.3","NA"
"Iran, Islamic Rep.","2013","NA","NA","414.70165034","17.53158028","NA","99","NA","3.4","NA"
"Iran, Islamic Rep.","2014","NA","NA","350.7386071","17.53158028","53.9","99","NA","3.5","NA"
Iraq,"2005","NA","NA","55.48573263","3.19772344","NA","92","NA","3.2","NA"
Iraq,"2006","NA","NA","59.32829852","3.20037553","NA","89","30.7","3.1","82"
Iraq,"2007","NA","NA","97.29871306","4.68982682","NA","92","NA","2.9","NA"
Iraq,"2008","NA","NA","146.59172255","4.24575238","NA","87","NA","2.8","NA"
Iraq,"2009","NA","NA","146.76029064","4.96854308","NA","92","NA","2.7","NA"
Iraq,"2010","NA","NA","144.97832897","4.81591164","NA","90","NA","2.6","NA"
Iraq,"2011","NA","NA","164.05134989","4.87188757","NA","92","22.8","2.5","74.4"
Iraq,"2012","19.1","61.6","294.15665313","6.46038337","NA","95","NA","2.4","NA"
Iraq,"2013","NA","NA","339.35302449","6.46038337","NA","97","NA","2.3","NA"
Iraq,"2014","NA","NA","292.00437883","6.46038337","14.5","95","NA","2.2","NA"
Ireland,"2005","NA","NA","3736.5340329","16.53845137","NA","31","NA","0.38","NA"
Ireland,"2006","NA","NA","3982.26860511","16.0790809","NA","31","NA","0.49","NA"
Ireland,"2007","NA","NA","4704.24017512","15.96424552","NA","33","NA","0.73","NA"
Ireland,"2008","NA","NA","5326.22123181","15.5607276","NA","34","NA","0.4","NA"
Ireland,"2009","NA","NA","4961.57511369","14.65886862","NA","30","NA","0.53","NA"
Ireland,"2010","NA","NA","4238.21621984","9.29384899","NA","30","NA","0.59","NA"
Ireland,"2011","NA","NA","4309.72032095","12.14805153","NA","41","NA","0.55","NA"
Ireland,"2012","5.7","88.2","4079.47718267","13.44324909","NA","42","NA","0.52","NA"
Ireland,"2013","NA","NA","4156.5902661","13.44324909","NA","76","NA","0.48","NA"
Ireland,"2014","NA","NA","4239.15448853","13.44324909","6.4","74","NA","0.43","NA"
Isle of Man,"2005","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Isle of Man,"2006","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Isle of Man,"2007","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Isle of Man,"2008","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Isle of Man,"2009","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Isle of Man,"2010","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Isle of Man,"2011","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Isle of Man,"2012","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Isle of Man,"2013","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Isle of Man,"2014","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Israel,"2005","NA","NA","1515.13434969","9.60881908","NA","NA","NA","0.37","NA"
Israel,"2006","NA","NA","1592.64947276","10.53208816","NA","NA","NA","0.28","NA"
Israel,"2007","NA","NA","1813.20436272","10.67554019","NA","NA","NA","0.4","NA"
Israel,"2008","NA","NA","2145.39124108","10.59330686","NA","NA","NA","0.21","NA"
Israel,"2009","NA","NA","2057.35008558","10.83466235","NA","NA","NA","0.2","NA"
Israel,"2010","NA","NA","2247.64603052","11.17887416","NA","NA","NA","0.24","NA"
Israel,"2011","NA","NA","2460.49939112","11.26701653","NA","NA","NA","0.19","NA"
Israel,"2012","9","86.3","2514.56780376","11.76268565","NA","NA","NA","0.18","NA"
Israel,"2013","NA","NA","2853.69244395","11.76268565","NA","NA","NA","0.18","NA"
Israel,"2014","NA","NA","2910.28863726","11.56967868","11.1","NA","NA","0.17","NA"
Italy,"2005","NA","NA","2788.51694126","14.09979852","NA","NA","NA","0.63","NA"
Italy,"2006","NA","NA","2951.5916807","14.16494471","NA","NA","NA","0.6","NA"
Italy,"2007","NA","NA","3210.65347894","13.87202955","NA","NA","NA","0.57","NA"
Italy,"2008","NA","NA","3623.85312635","14.30039044","NA","NA","NA","0.57","NA"
Italy,"2009","NA","NA","3488.47269061","14.17603189","NA","NA","NA","0.59","NA"
Italy,"2010","NA","NA","3384.45359682","14.55601166","NA","NA","NA","0.51","NA"
Italy,"2011","NA","NA","3559.49674092","14.19287095","NA","NA","NA","0.54","NA"
Italy,"2012","3.8","92.2","3242.22329875","13.77259868","NA","NA","NA","0.48","NA"
Italy,"2013","NA","NA","3294.848511","13.65742359","NA","NA","NA","0.46","NA"
Italy,"2014","NA","NA","3257.7534099","13.65207191","5.5","NA","NA","0.44","NA"
Jamaica,"2005","NA","NA","170.74928948","3.52444677","NA","95","40.2703947496649","0.74","75"
Jamaica,"2006","NA","NA","187.06848565","4.4965148","NA","90","NA","0.36","NA"
Jamaica,"2007","NA","NA","230.49139195","5.53711929","NA","87","NA","0.38","NA"
Jamaica,"2008","NA","NA","272.61925723","6.44701905","NA","92","NA","0.39","NA"
Jamaica,"2009","NA","NA","229.12732279","5.49192244","NA","94","NA","0.38","NA"
Jamaica,"2010","NA","NA","255.65730574","8.4728926","NA","95","NA","0.37","NA"
Jamaica,"2011","NA","NA","273.30519289","6.46004895","NA","95","64.1","0.37","82.3"
Jamaica,"2012","13.8","78.9","302.92071233","7.13426811","NA","95","NA","0.36","NA"
Jamaica,"2013","NA","NA","305.85417674","9.71888518","NA","93","NA","0.34","NA"
Jamaica,"2014","NA","NA","266.19011641","8.0754906","28.6","90","NA","0.31","NA"
Japan,"2005","NA","NA","2927.57155493","18.26592321","NA","NA","NA","1.9","NA"
Japan,"2006","NA","NA","2791.22357466","18.34510749","NA","NA","NA","1.8","NA"
Japan,"2007","NA","NA","2806.5745978","18.70560153","NA","94","NA","1.8","NA"
Japan,"2008","NA","NA","3255.55652263","18.59154817","NA","90","NA","1.8","NA"
Japan,"2009","NA","NA","3741.59008597","18.52104508","NA","94","NA","1.8","NA"
Japan,"2010","NA","NA","4110.46410653","19.35960855","NA","99","NA","1.8","NA"
Japan,"2011","NA","NA","4654.23371723","19.71636486","NA","94","NA","1.8","NA"
Japan,"2012","13.2","79.5","4748.91860209","20.04513562","NA","95","NA","1.8","NA"
Japan,"2013","NA","NA","3960.20307293","20.12174712","NA","93","NA","1.8","NA"
Japan,"2014","NA","NA","3702.95277544","20.28215968","0.3","93","NA","1.8","NA"
Jordan,"2005","NA","NA","209.67503514","12.2566371","NA","89","NA","0.64","NA"
Jordan,"2006","NA","NA","220.1255759","12.34711011","NA","95","NA","0.67","NA"
Jordan,"2007","NA","NA","247.93547271","13.50867761","NA","90","19.8","0.67","75"
Jordan,"2008","NA","NA","320.87017999","15.81248335","NA","95","NA","0.66","NA"
Jordan,"2009","NA","NA","362.72512678","19.1484318","NA","95","NA","0.46","NA"
Jordan,"2010","NA","NA","341.27324975","19.45968616","NA","95","NA","0.49","NA"
Jordan,"2011","NA","NA","357.75833291","17.7788851","NA","95","NA","0.3","NA"
Jordan,"2012","13.2","75.6","354.05588298","17.46491791","NA","96","20.4","0.3","77.2"
Jordan,"2013","NA","NA","336.79188459","13.69326129","NA","98","NA","0.35","NA"
Jordan,"2014","NA","NA","358.9124715","13.6752807","23.4","95","NA","0.33","NA"
Kazakhstan,"2005","NA","NA","149.99366131","9.32793996","NA","69","NA","27","NA"
Kazakhstan,"2006","NA","NA","194.01746518","10.43691404","NA","99","74.0462919374543","23","71"
Kazakhstan,"2007","NA","NA","212.10067325","7.38153568","NA","99","NA","21","NA"
Kazakhstan,"2008","NA","NA","305.81673433","8.31591492","NA","97","NA","19","NA"
Kazakhstan,"2009","NA","NA","295.31862924","11.27785905","NA","96","NA","15","NA"
Kazakhstan,"2010","NA","NA","401.207775","11.42313318","NA","96","NA","13","NA"
Kazakhstan,"2011","NA","NA","460.55481369","10.54495128","NA","96","61.8","12","81.2"
Kazakhstan,"2012","5.9","83.6","521.64006276","10.90237004","NA","95","NA","11","NA"
Kazakhstan,"2013","NA","NA","582.09765059","10.90237004","NA","95","NA","9.5","NA"
Kazakhstan,"2014","NA","NA","538.78277714","10.90237004","31.7","95","NA","8.6","NA"
Kenya,"2005","NA","NA","23.1303791","7.61106539","NA","85","NA","19","NA"
Kenya,"2006","NA","NA","30.20273541","7.53954313","NA","92","NA","18","NA"
Kenya,"2007","NA","NA","34.9858061","7.13061094","NA","92","NA","18","NA"
Kenya,"2008","NA","NA","36.60045187","6.06206637","NA","98","NA","17","NA"
Kenya,"2009","NA","NA","39.2894476","7.06544528","NA","99","38.8","16","55.9"
Kenya,"2010","NA","NA","39.41334629","5.85072607","NA","99","NA","15","NA"
Kenya,"2011","NA","NA","52.98809604","11.10961256","NA","99","NA","16","NA"
Kenya,"2012","63.8","26.6","65.05859332","13.35301606","NA","97","NA","17","NA"
Kenya,"2013","NA","NA","69.99987383","13.05253545","NA","92","NA","18","NA"
Kenya,"2014","NA","NA","77.69658603","12.80118836","65.7","94","53.8","21","65.7"
Kiribati,"2005","NA","NA","115.64178875","9.1958042","NA","93","NA","52","NA"
Kiribati,"2006","NA","NA","121.34292302","10.57723577","NA","91","NA","59","NA"
Kiribati,"2007","NA","NA","174.4447992","13.09307266","NA","90","NA","39","NA"
Kiribati,"2008","NA","NA","167.77481341","11.858415","NA","83","NA","37","NA"
Kiribati,"2009","NA","NA","154.75066535","12.51449407","NA","76","61.5","7.6","81.1"
Kiribati,"2010","NA","NA","154.1581872","10.22142857","NA","87","NA","14","NA"
Kiribati,"2011","NA","NA","171.53966604","10.07746479","NA","86","NA","33","NA"
Kiribati,"2012","NA","NA","170.27066867","8.36309524","NA","95","NA","31","NA"
Kiribati,"2013","NA","NA","158.05608582","7.96","NA","86","NA","50","NA"
Kiribati,"2014","NA","NA","154.17174778","5.81","0.1","72","NA","49","NA"
"Korea, Dem. People’s Rep.","2005","NA","NA","NA","NA","NA","94","NA","84","NA"
"Korea, Dem. People’s Rep.","2006","NA","NA","NA","NA","NA","96","NA","75","NA"
"Korea, Dem. People’s Rep.","2007","NA","NA","NA","NA","NA","96","NA","65","NA"
"Korea, Dem. People’s Rep.","2008","NA","NA","NA","NA","NA","97","NA","56","NA"
"Korea, Dem. People’s Rep.","2009","NA","NA","NA","NA","NA","98","74","48","79.8"
"Korea, Dem. People’s Rep.","2010","NA","NA","NA","NA","NA","98","NA","41","NA"
"Korea, Dem. People’s Rep.","2011","NA","NA","NA","NA","NA","98","NA","35","NA"
"Korea, Dem. People’s Rep.","2012","11","79.1","NA","NA","NA","98","NA","30","NA"
"Korea, Dem. People’s Rep.","2013","NA","NA","NA","NA","NA","98","NA","25","NA"
"Korea, Dem. People’s Rep.","2014","NA","NA","NA","NA","NA","98","NA","20","NA"
"Korea, Rep.","2005","NA","NA","994.16532824","9.55933228","NA","97","NA","7.1","NA"
"Korea, Rep.","2006","NA","NA","1204.21663711","10.44658014","NA","98","NA","6.8","NA"
"Korea, Rep.","2007","NA","NA","1383.02730551","11.05089289","NA","96","NA","5.7","NA"
"Korea, Rep.","2008","NA","NA","1260.85425855","10.51197753","NA","96","NA","5.5","NA"
"Korea, Rep.","2009","NA","NA","1220.64759876","10.76738763","NA","96","NA","5.4","NA"
"Korea, Rep.","2010","NA","NA","1505.02144842","12.43532409","NA","96","NA","5.4","NA"
"Korea, Rep.","2011","NA","NA","1650.45694396","11.81378702","NA","99","NA","5.3","NA"
"Korea, Rep.","2012","8.3","79.2","1714.85850827","11.76885119","NA","99","NA","5.5","NA"
"Korea, Rep.","2013","NA","NA","1870.12576906","12.31071301","NA","99","NA","4","NA"
"Korea, Rep.","2014","NA","NA","2060.24849705","12.2824337","3.3","99","NA","3.8","NA"
Kosovo,"2005","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Kosovo,"2006","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Kosovo,"2007","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Kosovo,"2008","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Kosovo,"2009","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Kosovo,"2010","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Kosovo,"2011","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Kosovo,"2012","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Kosovo,"2013","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Kosovo,"2014","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Kuwait,"2005","NA","NA","848.79383051","6.75053504","NA","NA","NA","1","NA"
Kuwait,"2006","NA","NA","957.2532629","5.72229665","NA","84","NA","0.81","NA"
Kuwait,"2007","NA","NA","963.14051015","5.57651137","NA","94","NA","1.1","NA"
Kuwait,"2008","NA","NA","1052.24177918","3.74164532","NA","99","NA","0.76","NA"
Kuwait,"2009","NA","NA","1423.51880328","7.98880945","NA","99","NA","1.2","NA"
Kuwait,"2010","NA","NA","1041.0251334","5.21545319","NA","98","NA","1.2","NA"
Kuwait,"2011","NA","NA","1244.29539287","5.76990192","NA","99","NA","0.59","NA"
Kuwait,"2012","16","72.9","1309.06660764","5.76990192","NA","97","NA","0.75","NA"
Kuwait,"2013","NA","NA","1252.53226545","5.76990192","NA","99","NA","0.21","NA"
Kuwait,"2014","NA","NA","1385.77693451","5.76990192","14","99","NA","0.16","NA"
Kyrgyz Republic,"2005","NA","NA","27.98573378","11.92432373","NA","96","NA","16","NA"
Kyrgyz Republic,"2006","NA","NA","37.0517337","14.74129314","NA","99","20.1691065518536","17","62"
Kyrgyz Republic,"2007","NA","NA","50.10047587","13.96844342","NA","98","NA","14","NA"
Kyrgyz Republic,"2008","NA","NA","58.60578527","13.05960206","NA","99","NA","12","NA"
Kyrgyz Republic,"2009","NA","NA","59.02054616","12.99204137","NA","98","NA","12","NA"
Kyrgyz Republic,"2010","NA","NA","58.27948099","11.88696911","NA","98","NA","11","NA"
Kyrgyz Republic,"2011","NA","NA","69.08178594","11.56241533","NA","98","NA","12","NA"
Kyrgyz Republic,"2012","10.9","80","81.66090544","12.15141399","NA","98","35.4","11","33.2"
Kyrgyz Republic,"2013","NA","NA","85.26070729","13.22084977","NA","98","NA","11","NA"
Kyrgyz Republic,"2014","NA","NA","81.5662616","11.91937948","54.3","97","NA","11","59.7"
Lao PDR,"2005","NA","NA","20.41335503","4.14984285","NA","65","NA","90","NA"
Lao PDR,"2006","NA","NA","25.13076593","6.95040549","NA","61","46.2","84","32"
Lao PDR,"2007","NA","NA","29.40281233","5.79363759","NA","56","NA","79","NA"
Lao PDR,"2008","NA","NA","24.21617793","5.95807731","NA","68","NA","74","NA"
Lao PDR,"2009","NA","NA","34.22456308","8.78893153","NA","67","NA","69","NA"
Lao PDR,"2010","NA","NA","30.01724366","5.22265078","NA","72","NA","66","NA"
Lao PDR,"2011","NA","NA","27.80950229","3.61323754","NA","77","NA","62","NA"
Lao PDR,"2012","42.7","48.2","30.76082793","3.44296158","NA","81","42.3","59","54.4"
Lao PDR,"2013","NA","NA","32.69756618","3.44296158","NA","82","NA","57","NA"
Lao PDR,"2014","NA","NA","32.56967352","3.44296158","71.9","82","NA","55","NA"
Late-demographic dividend,"2005","NA","NA","157.916809735462","NA","NA","90.3810149821836","NA","NA","NA"
Late-demographic dividend,"2006","NA","NA","188.644931037729","NA","NA","94.0678719270021","NA","NA","NA"
Late-demographic dividend,"2007","NA","NA","235.28025596905","NA","NA","95.1530553148936","NA","NA","NA"
Late-demographic dividend,"2008","NA","NA","304.138079761673","NA","NA","96.7742055116121","NA","NA","NA"
Late-demographic dividend,"2009","NA","NA","318.633391473458","NA","NA","98.0129279767197","NA","NA","NA"
Late-demographic dividend,"2010","NA","NA","364.734360969575","NA","NA","97.6798191843138","NA","NA","NA"
Late-demographic dividend,"2011","NA","NA","434.443990487695","NA","NA","97.8123384316846","NA","NA","NA"
Late-demographic dividend,"2012","7.22926866638787","84.412337910279","467.57849360117","NA","NA","98.0212339272402","NA","NA","NA"
Late-demographic dividend,"2013","NA","NA","506.38714071709","NA","NA","97.8888800793055","NA","NA","NA"
Late-demographic dividend,"2014","NA","NA","523.695090606394","NA","42.106267270909","97.9990505931455","NA","NA","NA"
Latin America & Caribbean,"2005","NA","NA","340.822826050551","NA","NA","96.7838158526011","NA","3.8","NA"
Latin America & Caribbean,"2006","NA","NA","394.260593294509","NA","NA","96.5341889473676","NA","3.6","NA"
Latin America & Caribbean,"2007","NA","NA","469.55502797824","NA","NA","96.0573640689344","NA","3.4","NA"
Latin America & Caribbean,"2008","NA","NA","540.769700470392","NA","NA","96.9219722919308","NA","3.2","NA"
Latin America & Caribbean,"2009","NA","NA","548.207552291674","NA","NA","96.584654232219","NA","3.1","NA"
Latin America & Caribbean,"2010","NA","NA","639.842243764421","NA","NA","96.1736764268745","NA","3.2","NA"
Latin America & Caribbean,"2011","NA","NA","704.152919651669","NA","NA","95.8931754566141","NA","3","NA"
Latin America & Caribbean,"2012","14.4085408970788","73.1308054619664","694.925316990263","NA","NA","96.5884205267071","NA","2.8","NA"
Latin America & Caribbean,"2013","NA","NA","716.018017557754","NA","NA","94.1878599626926","NA","2.7","NA"
Latin America & Caribbean,"2014","NA","NA","714.10077969175","NA","33.1753612348227","94.7736318679201","NA","2.6","NA"
Latvia,"2005","NA","NA","455.84262957","10.14995285","NA","97","NA","8.1","NA"
Latvia,"2006","NA","NA","612.62357986","11.37362075","NA","95","NA","8.5","NA"
Latvia,"2007","NA","NA","915.22600152","11.83810092","NA","95","NA","5.9","NA"
Latvia,"2008","NA","NA","1018.75665121","10.55233842","NA","95","NA","5.3","NA"
Latvia,"2009","NA","NA","817.19829667","9.31161691","NA","96","NA","4.5","NA"
Latvia,"2010","NA","NA","739.3775279","9.07618018","NA","92","NA","4","NA"
Latvia,"2011","NA","NA","827.43762612","10.08457049","NA","93","NA","3.3","NA"
